Year,Block,Grazing_Treatment,Plot,Sample,Order,Family,Genus,Species,Notes,IDer,Date Started,Date Completed
2022,1,NG,1,58,Hemiptera,Lygaeidae,N/A,N/A,,Kathryn Bloodworth,11/8/22,11/8/22
2022,1,NG,1,59,Hemiptera,Lygaeidae,N/A,N/A,,Kathryn Bloodworth,11/8/22,11/8/22
2022,1,NG,1,60,Hemiptera,Lygaeidae,N/A,N/A,,Kathryn Bloodworth,11/8/22,11/8/22
2022,1,NG,1,61,Hemiptera,Lygaeidae,N/A,N/A,,Kathryn Bloodworth,11/8/22,11/8/22
2022,1,NG,1,62,Hemiptera,Lygaeidae,N/A,N/A,,Kathryn Bloodworth,11/8/22,11/8/22
2022,1,NG,1,63,Hemiptera,Lygaeidae,N/A,N/A,,Kathryn Bloodworth,11/8/22,11/8/22
2022,1,NG,1,64,Hemiptera,Lygaeidae,N/A,N/A,,Kathryn Bloodworth,11/8/22,11/8/22
2022,1,NG,1,65,Hemiptera,Lygaeidae,N/A,N/A,,Kathryn Bloodworth,11/8/22,11/8/22
2022,1,NG,1,66,Hemiptera,Lygaeidae,N/A,N/A,,Kathryn Bloodworth,11/8/22,11/8/22
2022,1,NG,1,67,Hemiptera,Lygaeidae,N/A,N/A,,Kathryn Bloodworth,11/8/22,11/8/22
2022,1,NG,1,68,Hemiptera,Lygaeidae,N/A,N/A,,Kathryn Bloodworth,11/8/22,11/8/22
2022,1,NG,1,69,Hemiptera,Lygaeidae,N/A,N/A,,Kathryn Bloodworth,11/8/22,11/8/22
2022,1,NG,1,70,Hemiptera,Lygaeidae,N/A,N/A,,Kathryn Bloodworth,11/8/22,11/8/22
2022,1,NG,1,71,Hemiptera,Lygaeidae,N/A,N/A,,Kathryn Bloodworth,11/8/22,11/8/22
2022,1,NG,1,72,Hemiptera,Lygaeidae,N/A,N/A,,Kathryn Bloodworth,11/8/22,11/8/22
2022,1,NG,1,73,Hemiptera,Lygaeidae,N/A,N/A,,Kathryn Bloodworth,11/8/22,11/8/22
2022,1,NG,1,74,Hemiptera,Lygaeidae,N/A,N/A,,Kathryn Bloodworth,11/8/22,11/8/22
2022,1,NG,1,75,Hemiptera,Lygaeidae,N/A,N/A,,Kathryn Bloodworth,11/8/22,11/8/22
2022,1,NG,1,76,Hemiptera,Lygaeidae,N/A,N/A,,Kathryn Bloodworth,11/8/22,11/8/22
2022,1,NG,1,77,Hemiptera,Lygaeidae,N/A,N/A,,Kathryn Bloodworth,11/8/22,11/8/22
2022,1,NG,1,78,Hemiptera,Lygaeidae,N/A,N/A,,Kathryn Bloodworth,11/8/22,11/8/22
2022,1,NG,1,79,Hemiptera,Lygaeidae,N/A,N/A,,Kathryn Bloodworth,11/8/22,11/8/22
2022,1,NG,1,80,Hemiptera,Lygaeidae,N/A,N/A,,Kathryn Bloodworth,11/8/22,11/8/22
2022,1,NG,1,81,Hemiptera,Lygaeidae,N/A,N/A,,Kathryn Bloodworth,11/8/22,11/8/22
2022,1,NG,1,82,Hemiptera,Lygaeidae,N/A,N/A,,Kathryn Bloodworth,11/8/22,11/8/22
2022,1,NG,1,83,Hemiptera,Miridae,N/A,N/A,,Kathryn Bloodworth,11/8/22,11/8/22
2022,1,NG,1,84,Orthoptera,Acrididae,Arphia,pseudomietana,,Kathryn Bloodworth,11/8/22,11/8/22
2022,1,NG,1,86,Unknown,Unknown,N/A,N/A,unknown octopus thing,Kathryn Bloodworth,11/8/22,11/8/22
2022,1,NG,1,87,Araneae,Thomisidae,N/A,N/A,,Kathryn Bloodworth,11/8/22,11/8/22
2022,1,NG,1,88,Araneae,Gnaphosidae,N/A,N/A,,Kathryn Bloodworth,11/8/22,11/8/22
2022,1,NG,1,89,Araneae,Gnaphosidae,N/A,N/A,,Kathryn Bloodworth,11/8/22,11/8/22
2022,1,NG,1,90,Araneae,Thomisidae,N/A,N/A,,Kathryn Bloodworth,11/8/22,11/8/22
2022,1,NG,1,91,Hemiptera,Miridae,N/A,N/A,,Kathryn Bloodworth,11/8/22,11/8/22
2022,1,NG,1,92,Hemiptera,Lygaeidae,N/A,N/A,,Kathryn Bloodworth,11/8/22,11/8/22
2022,1,NG,1,93,Hemiptera,Lygaeidae,N/A,N/A,,Kathryn Bloodworth,11/8/22,11/8/22
2022,1,NG,1,94,Hemiptera,Lygaeidae,N/A,N/A,,Kathryn Bloodworth,11/8/22,11/8/22
2022,1,NG,1,95,Hemiptera,Lygaeidae,N/A,N/A,,Kathryn Bloodworth,11/8/22,11/8/22
2022,1,NG,1,96,Hemiptera,Lygaeidae,N/A,N/A,,Kathryn Bloodworth,11/8/22,11/8/22
2022,1,NG,1,97,Hemiptera,Cicadellidae,N/A,N/A,,Kathryn Bloodworth,11/8/22,11/8/22
2022,1,NG,1,98,Hemiptera,Cicadellidae,N/A,N/A,,Kathryn Bloodworth,11/8/22,11/8/22
2022,1,NG,1,99,Hemiptera,Cicadellidae,N/A,N/A,,Kathryn Bloodworth,11/8/22,11/8/22
2022,1,NG,1,100,Diptera,Muscidae,N/A,N/A,,Kathryn Bloodworth,11/8/22,11/8/22
2022,1,NG,1,101,Diptera,Muscidae,N/A,N/A,,Kathryn Bloodworth,11/8/22,11/8/22
2022,1,NG,1,102,Hymenoptera,Platygastridae,N/A,N/A,,Kathryn Bloodworth,11/8/22,11/8/22
2022,1,NG,1,103,Hemiptera,Lygaeidae,N/A,N/A,,Kathryn Bloodworth,11/8/22,11/8/22
2022,1,NG,1,104,Hemiptera,Lygaeidae,N/A,N/A,,Kathryn Bloodworth,11/8/22,11/8/22
2022,1,NG,1,105,Hemiptera,Lygaeidae,N/A,N/A,,Kathryn Bloodworth,11/8/22,11/8/22
2022,1,NG,1,106,Hemiptera,Lygaeidae,N/A,N/A,,Kathryn Bloodworth,11/8/22,11/8/22
2022,1,NG,1,107,Hemiptera,Lygaeidae,N/A,N/A,,Kathryn Bloodworth,11/8/22,11/8/22
2022,1,NG,1,108,Hemiptera,Lygaeidae,N/A,N/A,,Kathryn Bloodworth,11/8/22,11/8/22
2022,1,NG,1,109,Hemiptera,Lygaeidae,N/A,N/A,,Kathryn Bloodworth,11/8/22,11/8/22
2022,1,NG,1,110,Diptera,Muscidae,N/A,N/A,,Kathryn Bloodworth,11/8/22,11/8/22
2022,1,NG,2,1,Hymenoptera,Chrysididae,N/A,N/A,,Dalaina Brimecombe,11/9/22,11/9/22
2022,1,NG,2,2,Araneae,Lycosidae,N/A,N/A,,Dalaina Brimecombe,11/9/22,11/9/22
2022,1,NG,2,3,Coleoptera,Curculionidae,N/A,N/A,,Dalaina Brimecombe,11/9/22,11/9/22
2022,1,NG,2,4,Coleoptera,Chrysomelidae,N/A,N/A,,Dalaina Brimecombe,11/9/22,11/9/22
2022,1,NG,2,5,Hemiptera,Lygaeidae,N/A,N/A,Nymph,Dalaina Brimecombe,11/9/22,11/9/22
2022,1,NG,2,6,Hemiptera,Lygaeidae,N/A,N/A,Nymph,Dalaina Brimecombe,11/9/22,11/9/22
2022,1,NG,2,7,Hemiptera,Cicadellidae,N/A,N/A,,Dalaina Brimecombe,11/9/22,11/9/22
2022,1,NG,2,8,Hemiptera,Cicadellidae,N/A,N/A,Nymph,Dalaina Brimecombe,11/9/22,11/9/22
2022,1,NG,2,9,Hemiptera,Miridae,N/A,N/A,Nymph,Dalaina Brimecombe,11/9/22,11/9/22
2022,1,NG,2,10,Hemiptera,Miridae,N/A,N/A,Nymph,Dalaina Brimecombe,11/9/22,11/9/22
2022,1,NG,2,11,Hemiptera,Miridae,N/A,N/A,Nymph,Dalaina Brimecombe,11/9/22,11/9/22
2022,1,NG,2,12,Hemiptera,Miridae,N/A,N/A,Nymph,Dalaina Brimecombe,11/9/22,11/9/22
2022,1,NG,2,13,Hemiptera,Miridae,N/A,N/A,Nymph,Dalaina Brimecombe,11/9/22,11/9/22
2022,1,NG,2,14,Hemiptera,Lygaeidae,N/A,N/A,Nymph,Dalaina Brimecombe,11/9/22,11/9/22
2022,1,NG,2,15,Hemiptera,Lygaeidae,N/A,N/A,Nymph,Dalaina Brimecombe,11/9/22,11/9/22
2022,1,NG,2,16,Hemiptera,Miridae,N/A,N/A,Nymph,Dalaina Brimecombe,11/9/22,11/9/22
2022,1,NG,2,17,Hemiptera,Miridae,N/A,N/A,Nymph,Dalaina Brimecombe,11/9/22,11/9/22
2022,1,NG,2,18,Hemiptera,Miridae,N/A,N/A,Nymph,Dalaina Brimecombe,11/9/22,11/9/22
2022,1,NG,2,19,Hemiptera,Miridae,N/A,N/A,Nymph,Dalaina Brimecombe,11/9/22,11/9/22
2022,1,NG,2,20,Hemiptera,Miridae,N/A,N/A,Nymph,Dalaina Brimecombe,11/9/22,11/9/22
2022,1,NG,2,21,Hemiptera,Miridae,N/A,N/A,Nymph,Dalaina Brimecombe,11/9/22,11/9/22
2022,1,NG,2,22,Hemiptera,Miridae,N/A,N/A,Nymph,Dalaina Brimecombe,11/9/22,11/9/22
2022,1,NG,2,23,Hemiptera,Miridae,N/A,N/A,Nymph,Dalaina Brimecombe,11/9/22,11/9/22
2022,1,NG,2,24,Hemiptera,Miridae,N/A,N/A,Nymph,Dalaina Brimecombe,11/9/22,11/9/22
2022,1,NG,2,25,Hemiptera,Miridae,N/A,N/A,Nymph,Dalaina Brimecombe,11/9/22,11/9/22
2022,1,NG,2,26,Hemiptera,Miridae,N/A,N/A,Nymph,Dalaina Brimecombe,11/9/22,11/9/22
2022,1,NG,2,27,Diptera,Chloropidae,N/A,N/A,,Dalaina Brimecombe,11/9/22,11/9/22
2022,1,NG,2,28,Orthoptera,Acrididae,Ageneotettix,deorum,,Dalaina Brimecombe,11/9/22,11/9/22
2022,1,NG,2,29,Orthoptera,Acrididae,Opeia,obscura,,Dalaina Brimecombe,11/9/22,11/9/22
2022,1,NG,3,1,Hemiptera,Miridae,N/A,N/A,Nymph,Dalaina Brimecombe,11/9/22,11/9/22
2022,1,NG,3,2,Hemiptera,Miridae,N/A,N/A,Nymph,Dalaina Brimecombe,11/9/22,11/9/22
2022,1,NG,3,3,Hemiptera,Miridae,N/A,N/A,Nymph,Dalaina Brimecombe,11/9/22,11/9/22
2022,1,NG,3,4,Hemiptera,Miridae,N/A,N/A,Nymph,Dalaina Brimecombe,11/9/22,11/9/22
2022,1,NG,3,5,Hemiptera,Miridae,N/A,N/A,Nymph,Dalaina Brimecombe,11/9/22,N/A
2022,1,NG,3,6,Hemiptera,Miridae,N/A,N/A,Nymph,Dalaina Brimecombe,11/9/22,N/A
2022,1,NG,3,7,Hemiptera,Miridae,N/A,N/A,Nymph,Dalaina Brimecombe,11/9/22,N/A
2022,1,NG,3,8,Hemiptera,Miridae,N/A,N/A,Nymph,Dalaina Brimecombe,11/9/22,N/A
2022,1,NG,3,9,Hemiptera,Miridae,N/A,N/A,Nymph,Dalaina Brimecombe,11/9/22,N/A
2022,1,NG,3,10,Hemiptera,Miridae,N/A,N/A,Nymph,Dalaina Brimecombe,11/9/22,N/A
2022,1,NG,3,11,Hemiptera,Miridae,N/A,N/A,Nymph,Dalaina Brimecombe,11/9/22,N/A
2022,1,NG,3,12,Hemiptera,Miridae,N/A,N/A,Nymph,Dalaina Brimecombe,11/9/22,N/A
2022,1,NG,3,13,Hemiptera,Miridae,N/A,N/A,Nymph,Dalaina Brimecombe,11/9/22,N/A
2022,1,NG,3,14,Hemiptera,Miridae,N/A,N/A,Nymph,Dalaina Brimecombe,11/9/22,N/A
2022,1,NG,3,15,Hemiptera,Miridae,N/A,N/A,Nymph,Dalaina Brimecombe,11/9/22,N/A
2022,1,NG,3,16,Hemiptera,N/A,N/A,N/A,,Dalaina Brimecombe,11/9/22,N/A
2022,1,NG,3,17,Diptera,Chironomidae,N/A,N/A,,Dalaina Brimecombe,11/9/22,N/A
2022,1,NG,3,18,Diptera,Chironomidae,N/A,N/A,Missing 1/2 of body,Dalaina Brimecombe,11/9/22,N/A
2022,1,NG,3,19,Diptera,Chironomidae,N/A,N/A,Missing 1/2 of body,Dalaina Brimecombe,11/9/22,N/A
2022,1,NG,3,20,Diptera,Trichoceridea,N/A,N/A,,Dalaina Brimecombe,11/9/22,N/A
2022,1,NG,3,21,Diptera,Trichoceridea,N/A,N/A,,Dalaina Brimecombe,11/9/22,N/A
2022,1,NG,3,22,Diptera,Muscidae,N/A,N/A,,Dalaina Brimecombe,11/9/22,N/A
2022,1,NG,3,23,Hemiptera,Lygaeidae,N/A,N/A,Nymph,Dalaina Brimecombe,11/9/22,N/A
2022,1,NG,3,24,Hymenoptera,Diapriidea,N/A,N/A,,Dalaina Brimecombe,11/9/22,N/A
2022,1,NG,3,25,Hymenoptera,Platygastridae,N/A,N/A,,Dalaina Brimecombe,11/9/22,N/A
2022,1,NG,3,26,Hymenoptera,Chrysididae,N/A,N/A,,Dalaina Brimecombe,11/9/22,N/A
2022,1,NG,3,27,Orthoptera,Acrididae,Phoetaliotes,nebrascensis,,Dalaina Brimecombe,11/9/22,N/A
2022,1,NG,3,28,Orthoptera,Acrididae,Phoetaliotes,nebrascensis,,Dalaina Brimecombe,11/9/22,N/A
2022,1,NG,3,29,Orthoptera,Acrididae,Arphia,pseudonietana,,Dalaina Brimecombe,11/9/22,N/A
2022,1,NG,3,30,Orthoptera,Acrididae,Melanoplus,sanguinipes,,Dalaina Brimecombe,11/9/22,N/A
2022,1,NG,3,31,Orthoptera,Acrididae,Melanoplus,sanguinipes,,Dalaina Brimecombe,11/9/22,N/A
2022,1,NG,4,1,Coleoptera,Latridiidae,N/A,N/A,,Kaysa Vaarre-Lamoureux,10/26/22,10/31/22
2022,1,NG,4,2,Coleoptera,Curculionidae,N/A,N/A,,Kaysa Vaarre-Lamoureux,10/26/22,10/31/22
2022,1,NG,4,3,Hymenoptera,Formicidae,N/A,N/A,head only,Kaysa Vaarre-Lamoureux,10/26/22,10/31/22
2022,1,NG,4,4,Coleoptera,Curculionidae,N/A,N/A,,Kaysa Vaarre-Lamoureux,10/26/22,10/31/22
2022,1,NG,4,5,Coleoptera,Coccinelliadae,N/A,N/A,Nymph,Kaysa Vaarre-Lamoureux,10/26/22,10/31/22
2022,1,NG,4,6,Hemiptera,Miridae,N/A,N/A,,Kaysa Vaarre-Lamoureux,10/26/22,10/31/22
2022,1,NG,4,7,Diptera,Muscidae,N/A,N/A,,Kaysa Vaarre-Lamoureux,10/26/22,10/31/22
2022,1,NG,4,8,Hymenoptera,Formicidae,N/A,N/A,,Kaysa Vaarre-Lamoureux,10/26/22,10/31/22
2022,1,NG,4,9,Hymenoptera,Formicidae,N/A,N/A,,Kaysa Vaarre-Lamoureux,10/26/22,10/31/22
2022,1,NG,4,10,Hymenoptera,Platygastridae,N/A,N/A,,Kaysa Vaarre-Lamoureux,10/26/22,10/31/22
2022,1,NG,4,11,Hymenoptera,Platygastridae,N/A,N/A,,Kaysa Vaarre-Lamoureux,10/26/22,10/31/22
2022,1,NG,4,12,Araneae,Thomisidae,N/A,N/A,,Kaysa Vaarre-Lamoureux,10/26/22,10/31/22
2022,1,NG,4,13,Araneae,Gnaphosidae,N/A,N/A,,Kaysa Vaarre-Lamoureux,10/26/22,10/31/22
2022,1,NG,4,14,Hemiptera,Lygaeidae,N/A,N/A,,Kaysa Vaarre-Lamoureux,10/26/22,10/31/22
2022,1,NG,4,15,Orthoptera,Acrididae,Dissosteira,longipennis,,Kaysa Vaarre-Lamoureux,10/26/22,10/31/22
2022,1,NG,4,16,Orthoptera,Acrididae,Melanoplus,sanguinipes,,Kaysa Vaarre-Lamoureux,10/26/22,10/31/22
2022,1,NG,4,17,Orthoptera,Acrididae,Melanoplus,sanguinipes,,Kaysa Vaarre-Lamoureux,10/26/22,10/31/22
2022,1,NG,4,18,Orthoptera,Acrididae,Opeia,obscura,,Kaysa Vaarre-Lamoureux,10/26/22,10/31/22
2022,1,NG,4,19,Orthoptera,Acrididae,Melanoplus,gladstoni,,Kaysa Vaarre-Lamoureux,10/26/22,10/31/22
2022,1,NG,4,20,Diptera,Sepsidae,N/A,N/A,,Kaysa Vaarre-Lamoureux,10/26/22,10/31/22
2022,1,NG,4,21,Hemiptera,Lygaeidae,N/A,N/A,,Kaysa Vaarre-Lamoureux,10/26/22,10/31/22
2022,1,NG,4,22,Hemiptera,Lygaeidae,N/A,N/A,,Kaysa Vaarre-Lamoureux,10/26/22,10/31/22
2022,1,NG,4,23,Hemiptera,Lygaeidae,N/A,N/A,,Kaysa Vaarre-Lamoureux,10/26/22,10/31/22
2022,1,NG,4,24,Hemiptera,Lygaeidae,N/A,N/A,,Kaysa Vaarre-Lamoureux,10/26/22,10/31/22
2022,1,NG,4,25,Hemiptera,Lygaeidae,N/A,N/A,,Kaysa Vaarre-Lamoureux,10/26/22,10/31/22
2022,1,NG,4,26,Hemiptera,Lygaeidae,N/A,N/A,,Kaysa Vaarre-Lamoureux,10/26/22,10/31/22
2022,1,NG,4,27,Hemiptera,Lygaeidae,N/A,N/A,,Kaysa Vaarre-Lamoureux,10/26/22,10/31/22
2022,1,NG,4,28,Hemiptera,Lygaeidae,N/A,N/A,,Kaysa Vaarre-Lamoureux,10/26/22,10/31/22
2022,1,NG,4,29,Hemiptera,Lygaeidae,N/A,N/A,,Kaysa Vaarre-Lamoureux,10/26/22,10/31/22
2022,1,NG,4,30,Hemiptera,Lygaeidae,N/A,N/A,,Kaysa Vaarre-Lamoureux,10/26/22,10/31/22
2022,1,NG,4,31,Hemiptera,Lygaeidae,N/A,N/A,,Kaysa Vaarre-Lamoureux,10/26/22,10/31/22
2022,1,NG,4,32,Hemiptera,Lygaeidae,N/A,N/A,,Kaysa Vaarre-Lamoureux,10/26/22,10/31/22
2022,1,NG,4,33,Hemiptera,Lygaeidae,N/A,N/A,,Kaysa Vaarre-Lamoureux,10/26/22,10/31/22
2022,1,NG,4,34,Hemiptera,Lygaeidae,N/A,N/A,,Kaysa Vaarre-Lamoureux,10/31/22,10/31/22
2022,1,NG,4,35,Hemiptera,Lygaeidae,N/A,N/A,,Kaysa Vaarre-Lamoureux,10/31/22,10/31/22
2022,1,NG,4,36,Hemiptera,Lygaeidae,N/A,N/A,,Kaysa Vaarre-Lamoureux,10/31/22,10/31/22
2022,1,NG,4,37,Hemiptera,Lygaeidae,N/A,N/A,,Kaysa Vaarre-Lamoureux,10/31/22,10/31/22
2022,1,NG,4,38,Hemiptera,Lygaeidae,N/A,N/A,,Kaysa Vaarre-Lamoureux,10/31/22,10/31/22
2022,1,NG,4,39,Hemiptera,Lygaeidae,N/A,N/A,,Kaysa Vaarre-Lamoureux,10/31/22,10/31/22
2022,1,NG,4,40,Hemiptera,Lygaeidae,N/A,N/A,,Kaysa Vaarre-Lamoureux,10/31/22,10/31/22
2022,1,NG,4,41,Hemiptera,Lygaeidae,N/A,N/A,,Kaysa Vaarre-Lamoureux,10/31/22,10/31/22
2022,1,NG,4,42,Hemiptera,Lygaeidae,N/A,N/A,,Kaysa Vaarre-Lamoureux,10/31/22,10/31/22
2022,1,NG,4,43,Hemiptera,Lygaeidae,N/A,N/A,,Kaysa Vaarre-Lamoureux,10/31/22,10/31/22
2022,1,NG,4,44,Hemiptera,Lygaeidae,N/A,N/A,,Kaysa Vaarre-Lamoureux,10/31/22,10/31/22
2022,1,NG,4,45,Hemiptera,Lygaeidae,N/A,N/A,,Kaysa Vaarre-Lamoureux,10/31/22,10/31/22
2022,1,NG,4,46,Hemiptera,Lygaeidae,N/A,N/A,,Kaysa Vaarre-Lamoureux,10/31/22,10/31/22
2022,1,NG,4,47,Hemiptera,Lygaeidae,N/A,N/A,,Kaysa Vaarre-Lamoureux,10/31/22,10/31/22
2022,1,NG,4,48,Hemiptera,Lygaeidae,N/A,N/A,,Kaysa Vaarre-Lamoureux,10/31/22,10/31/22
2022,1,NG,4,49,Hemiptera,Lygaeidae,N/A,N/A,,Kaysa Vaarre-Lamoureux,10/31/22,10/31/22
2022,1,NG,4,50,Hemiptera,Lygaeidae,N/A,N/A,,Kaysa Vaarre-Lamoureux,10/31/22,10/31/22
2022,1,NG,4,51,Hemiptera,Lygaeidae,N/A,N/A,,Kaysa Vaarre-Lamoureux,10/31/22,10/31/22
2022,1,NG,4,52,Hemiptera,Lygaeidae,N/A,N/A,,Kaysa Vaarre-Lamoureux,10/31/22,10/31/22
2022,1,NG,4,53,Hemiptera,Lygaeidae,N/A,N/A,,Kaysa Vaarre-Lamoureux,10/31/22,10/31/22
2022,1,NG,4,54,Hemiptera,Lygaeidae,N/A,N/A,,Kaysa Vaarre-Lamoureux,10/31/22,10/31/22
2022,1,NG,4,55,Hemiptera,Lygaeidae,N/A,N/A,,Kaysa Vaarre-Lamoureux,10/31/22,10/31/22
2022,1,NG,4,56,Hemiptera,Lygaeidae,N/A,N/A,,Kaysa Vaarre-Lamoureux,10/31/22,10/31/22
